elapsed_millisecs; head_x; head_y; head_z; hand_tip_right_x; hand_tip_right_y; hand_tip_right_z; thumb_right_x; thumb_right_y; thumb_right_z; hand_right_x; hand_right_y; hand_right_z; wrist_right_x; wrist_right_y; wrist_right_z; elbow_right_x; elbow_right_y; elbow_right_z; shoulder_right_x; shoulder_right_y; shoulder_right_z; spine_shoulder_x; spine_shoulder_y; spine_shoulder_z; neck_x; neck_y; neck_z; shoulder_left_x; shoulder_left_y; shoulder_left_z; elbow_left_x; elbow_left_y; elbow_left_z; wrist_left_x; wrist_left_y; wrist_left_z; hand_left_x; hand_left_y; hand_left_z; hand_tip_left_x; hand_tip_left_y; hand_tip_left_z; thumb_left_x; thumb_left_y; thumb_left_z; spine_mid_x; spine_mid_y; spine_mid_z; spine_base_x; spine_base_y; spine_base_z; hip_right_x; hip_right_y; hip_right_z; hip_left_x; hip_left_y; hip_left_z; knee_right_x; knee_right_y; knee_right_z; knee_left_x; knee_left_y; knee_left_z; ankle_right_x; ankle_right_y; ankle_right_z; ankle_left_x; ankle_left_y; ankle_left_z; foot_right_x; foot_right_y; foot_right_z; foot_left_x; foot_left_y; foot_left_z;
10082; 0,09997731; 0,9218512; 1,854704; 0,4295116; 0,5577829; 1,619494; ; ; ; 0,4116991; 0,4815186; 1,656578; 0,4068552; 0,4534663; 1,670065; 0,361614; 0,3713692; 1,91076; 0,2667457; 0,5973278; 1,850191; 0,08631001; 0,6704065; 1,849016; 0,08505641; 0,7510384; 1,845906; -0,09394272; 0,6001953; 1,850532; -0,1765882; 0,3678085; 1,896992; -0,2614165; 0,4816185; 1,703381; -0,2648261; 0,5240545; 1,688529; -0,2917603; 0,6033951; 1,680594; -0,2200665; 0,5293016; 1,650051; 0,08978734; 0,4184812; 1,849376; 0,0938221; 0,06685388; 1,838255; 0,1726485; 0,06542736; 1,794586; 0,01063669; 0,06498333; 1,798153; 0,1814566; -0,4499362; 1,816342; 0,01259695; -0,442694; 1,815333; 0,1573739; -0,7793189; 1,820424; 0,008828303; -0,7777658; 1,814044; 0,1576383; -0,8287419; 1,720833; -0,004073724; -0,8265244; 1,707107; 
10114; 0,09972655; 0,9217731; 1,854992; 0,3934438; 0,5613905; 1,615118; ; ; ; 0,376848; 0,4916824; 1,649903; 0,3791325; 0,4605573; 1,670127; 0,3517685; 0,3723108; 1,903535; 0,2695047; 0,6003924; 1,850518; 0,08619311; 0,6703439; 1,849357; 0,08488988; 0,7509609; 1,846316; -0,09371637; 0,6003915; 1,851062; -0,1700605; 0,3713052; 1,89028; -0,2396683; 0,4878733; 1,694768; -0,2386633; 0,5343094; 1,678681; -0,2665556; 0,6171941; 1,662151; -0,1944411; 0,5547585; 1,658; 0,08977502; 0,4184654; 1,849551; 0,09393103; 0,06689087; 1,838431; 0,1728148; 0,06540617; 1,795118; 0,01071649; 0,06505354; 1,798156; 0,181527; -0,449922; 1,816388; 0,01242876; -0,4410536; 1,815605; 0,1574732; -0,7791561; 1,820512; 0,008958966; -0,777931; 1,814278; 0,1575654; -0,828696; 1,720827; -0,004028376; -0,826529; 1,707137; 
10148; 0,0993805; 0,9216221; 1,855488; 0,3627699; 0,57684; 1,604859; ; ; ; 0,346642; 0,5073329; 1,640965; 0,3514065; 0,4664938; 1,664273; 0,3408671; 0,3696041; 1,898445; 0,2668838; 0,6008426; 1,850623; 0,085938; 0,669938; 1,850188; 0,08455823; 0,7505348; 1,847371; -0,09255715; 0,5995474; 1,849555; -0,1655559; 0,3696131; 1,877933; -0,2146301; 0,4947778; 1,68229; -0,2110022; 0,5456775; 1,668882; -0,2320488; 0,6274668; 1,657509; -0,1615354; 0,5489718; 1,643947; 0,08969257; 0,4181632; 1,849872; 0,09398385; 0,06665408; 1,838495; 0,1728858; 0,06521688; 1,795214; 0,01074706; 0,0648028; 1,798146; 0,1816163; -0,449545; 1,816399; 0,0124433; -0,4410593; 1,815609; 0,1574306; -0,7790932; 1,820435; 0,008985868; -0,7779297; 1,814181; 0,157556; -0,8286712; 1,720737; -0,004017772; -0,8265213; 1,707155; 
10183; 0,09907477; 0,921353; 1,856279; 0,3346099; 0,588918; 1,600266; ; ; ; 0,3184433; 0,5165753; 1,636871; 0,3293798; 0,4704405; 1,661085; 0,3307191; 0,366494; 1,881613; 0,2685592; 0,603111; 1,849979; 0,08600031; 0,6699051; 1,850611; 0,08463136; 0,7505012; 1,847845; -0,08973842; 0,5992717; 1,847162; -0,1624148; 0,3614451; 1,869308; -0,1902518; 0,4947455; 1,674868; -0,1841736; 0,5546123; 1,659988; -0,2021806; 0,6335043; 1,647531; -0,1364103; 0,5635318; 1,632759; 0,08972955; 0,4181482; 1,850127; 0,09402379; 0,06666947; 1,838651; 0,1729048; 0,06526215; 1,795313; 0,0108073; 0,0647911; 1,798318; 0,1821622; -0,4464527; 1,816199; 0,01233628; -0,4404707; 1,815635; 0,1573978; -0,7791103; 1,821214; 0,009082385; -0,7779704; 1,814649; 0,1574612; -0,8285668; 1,721227; -0,003970522; -0,8263025; 1,707847; 
10215; 0,09872349; 0,9210355; 1,856627; 0,3076614; 0,6032961; 1,594203; ; ; ; 0,2932612; 0,5341121; 1,632852; 0,3105589; 0,4790648; 1,700255; 0,3257637; 0,354552; 1,85667; 0,2678572; 0,6040196; 1,847811; 0,08598805; 0,6700063; 1,851427; 0,08465871; 0,7506985; 1,848792; -0,08511643; 0,598062; 1,843199; -0,1570501; 0,3569458; 1,859107; -0,1645399; 0,4989346; 1,669203; -0,1561211; 0,5702341; 1,653569; -0,1730423; 0,648436; 1,638998; -0,1079933; 0,5632778; 1,628975; 0,08963703; 0,4180515; 1,850606; 0,09386689; 0,06638089; 1,838942; 0,1728103; 0,06515483; 1,79535; 0,01060879; 0,06428473; 1,798993; 0,1823872; -0,4448909; 1,816091; 0,01232163; -0,44061; 1,815644; 0,1573179; -0,7782627; 1,821559; 0,00910559; -0,7780477; 1,814625; 0,1576605; -0,8279603; 1,722714; -0,004001386; -0,8268189; 1,707067; 
10249; 0,09844458; 0,9207677; 1,856967; 0,2750034; 0,621372; 1,587841; ; ; ; 0,2654217; 0,5478823; 1,633035; 0,2675997; 0,5247831; 1,640815; 0,3254697; 0,3528831; 1,845028; 0,2504403; 0,6084256; 1,838039; 0,08593422; 0,6694867; 1,851907; 0,08462362; 0,7502251; 1,849313; -0,07311058; 0,5943434; 1,833669; -0,1544392; 0,3579208; 1,847242; -0,1252596; 0,5867146; 1,651034; -0,1251217; 0,5812355; 1,65002; -0,1423177; 0,6608988; 1,631538; -0,1052574; 0,6338207; 1,6691; 0,08952611; 0,4173865; 1,850937; 0,09370084; 0,06545715; 1,839088; 0,1727818; 0,06436314; 1,795151; 0,01027453; 0,06322315; 1,799478; 0,1826968; -0,4434193; 1,816173; 0,01237198; -0,4403862; 1,815724; 0,1572973; -0,7783692; 1,821467; 0,00896848; -0,7779118; 1,814335; 0,1576527; -0,8279226; 1,723388; -0,003974546; -0,8267915; 1,707149; 
10282; 0,0980373; 0,9205911; 1,857577; 0,2518038; 0,6309983; 1,59036; ; ; ; 0,2395952; 0,5596021; 1,634845; 0,2427189; 0,5495489; 1,638314; 0,3161721; 0,3648146; 1,812091; 0,2482427; 0,6096045; 1,836824; 0,08600621; 0,6695538; 1,852312; 0,08473982; 0,7503754; 1,849816; -0,07313278; 0,5941799; 1,833205; -0,151104; 0,3670156; 1,821618; -0,08230626; 0,5504444; 1,653689; -0,09385061; 0,5859746; 1,649332; -0,1126181; 0,6648303; 1,62323; -0,08185898; 0,6475166; 1,6394; 0,08951245; 0,4172978; 1,851125; 0,09359418; 0,06512; 1,839176; 0,1727681; 0,06400289; 1,795011; 0,01004029; 0,0628701; 1,799797; 0,1827382; -0,4450794; 1,816403; 0,01245755; -0,4404451; 1,815775; 0,1574332; -0,7785227; 1,821423; 0,009026582; -0,7777723; 1,814519; 0,1577254; -0,828254; 1,723142; -0,004076606; -0,8267306; 1,707617; 
10315; 0,09745076; 0,9205014; 1,85864; 0,2267926; 0,645671; 1,586614; ; ; ; 0,2191797; 0,5750213; 1,632679; 0,2597406; 0,5146554; 1,679125; 0,3151917; 0,3666699; 1,808401; 0,2471682; 0,610145; 1,836301; 0,08633604; 0,6698906; 1,853074; 0,08514937; 0,7507868; 1,850746; -0,07370482; 0,5938773; 1,832942; -0,1442704; 0,3687942; 1,797838; -0,09955405; 0,5272092; 1,69127; -0,07045334; 0,5963885; 1,647509; -0,08179326; 0,6721261; 1,621809; -0,03749659; 0,617551; 1,6815; 0,08963982; 0,4174416; 1,851434; 0,0936044; 0,06513888; 1,839196; 0,1728861; 0,06408052; 1,794969; 0,009980515; 0,06289136; 1,799883; 0,183136; -0,4395607; 1,816475; 0,01080506; -0,4341823; 1,815833; 0,1575553; -0,7782773; 1,821526; 0,008942717; -0,7777306; 1,814451; 0,1577767; -0,8282102; 1,723385; -0,003924826; -0,8263867; 1,709011; 
10349; 0,0970588; 0,9202893; 1,859519; 0,2054836; 0,6662171; 1,593952; ; ; ; 0,2020814; 0,5955757; 1,630104; 0,200623; 0,5931894; 1,635734; 0,3140552; 0,3700339; 1,804968; 0,2461794; 0,610824; 1,835927; 0,08670337; 0,6712114; 1,854352; 0,08561887; 0,7523408; 1,852276; -0,08226561; 0,5942954; 1,82461; -0,1445006; 0,3661311; 1,797975; -0,04408195; 0,5634554; 1,65267; -0,05068372; 0,6116956; 1,645856; -0,06081437; 0,6917161; 1,62532; -0,01215541; 0,6212859; 1,71175; 0,0897503; 0,4181304; 1,852019; 0,09357238; 0,06530807; 1,839258; 0,1729278; 0,06415153; 1,79502; 0,009801202; 0,06328398; 1,799913; 0,1825078; -0,4453419; 1,81746; 0,01083632; -0,4328076; 1,816007; 0,1575672; -0,7783996; 1,821538; 0,008890999; -0,7776128; 1,814433; 0,1580607; -0,8289491; 1,721058; -0,003825979; -0,8262654; 1,709506; 
10383; 0,09669326; 0,9204918; 1,86097; 0,1880317; 0,6947569; 1,601683; ; ; ; 0,1914372; 0,6636449; 1,607649; 0,1916687; 0,6263815; 1,636777; 0,3087099; 0,3767821; 1,78916; 0,2569672; 0,604825; 1,839783; 0,08678111; 0,6727852; 1,855168; 0,08572736; 0,7540101; 1,853192; -0,08307044; 0,5941615; 1,824384; -0,1457557; 0,3663394; 1,793691; -0,03579103; 0,6261264; 1,655554; -0,03668885; 0,6185471; 1,641805; -0,0406572; 0,6980279; 1,621461; 0,01650603; 0,5854931; 1,633818; 0,0897257; 0,4193603; 1,852486; 0,09344676; 0,06609472; 1,839299; 0,172939; 0,06499203; 1,795116; 0,009554783; 0,06405389; 1,799834; 0,1824527; -0,4460547; 1,817575; 0,01078917; -0,4323684; 1,815998; 0,1575999; -0,7783953; 1,821473; 0,008701546; -0,7771503; 1,814071; 0,1580951; -0,8288774; 1,720932; -0,003985499; -0,8262893; 1,709592; 
10415; 0,09611382; 0,9211823; 1,862722; 0,1731105; 0,7100164; 1,60375; ; ; ; 0,1786914; 0,6765237; 1,609794; 0,1793391; 0,6333084; 1,632785; 0,2916559; 0,3657744; 1,751901; 0,2709736; 0,5895967; 1,840893; 0,08718772; 0,67523; 1,855651; 0,08626246; 0,7572675; 1,853771; -0,083234; 0,5941526; 1,824493; -0,1494511; 0,3679887; 1,786099; 0,01065687; 0,5734096; 1,642848; -0,02563082; 0,6248956; 1,640513; -0,03214815; 0,7061457; 1,62159; 0,02651301; 0,5992087; 1,625646; 0,0898312; 0,4200133; 1,852674; 0,09342744; 0,06601294; 1,839304; 0,1730521; 0,06470057; 1,794891; 0,009421218; 0,06401938; 1,799978; 0,1823424; -0,4481584; 1,817944; 0,0107366; -0,4321812; 1,815991; 0,1577603; -0,7781522; 1,821135; 0,008740805; -0,7770742; 1,814114; 0,1582921; -0,8298516; 1,720464; -0,003694017; -0,8257999; 1,71075; 
10448; 0,09600969; 0,9225562; 1,864379; 0,1611435; 0,7237945; 1,60096; ; ; ; 0,167238; 0,6807996; 1,618197; 0,1783237; 0,6300192; 1,636975; 0,3032896; 0,3653499; 1,749359; 0,2711065; 0,5872793; 1,83946; 0,08780622; 0,6786951; 1,855387; 0,08709982; 0,7620432; 1,853361; -0,0833083; 0,5941747; 1,824641; -0,154592; 0,3709183; 1,775764; -0,0549808; 0,6418337; 1,653847; -0,02934521; 0,7118108; 1,629768; -0,02869096; 0,7512982; 1,639985; -0,00653267; 0,6903987; 1,61; 0,08994227; 0,4205886; 1,852641; 0,09325677; 0,06495189; 1,839238; 0,1733034; 0,06349514; 1,794562; 0,008853535; 0,06304338; 1,800087; 0,1822542; -0,4483737; 1,817977; 0,01051269; -0,4319007; 1,815984; 0,1577693; -0,7782146; 1,821283; 0,008635882; -0,7769879; 1,814113; 0,158319; -0,8294936; 1,720773; -0,003851203; -0,8258515; 1,710819; 
10483; 0,09577106; 0,9243319; 1,86582; 0,1435753; 0,7321719; 1,605189; ; ; ; 0,1494304; 0,6837645; 1,624541; 0,1615951; 0,6264557; 1,646858; 0,3107403; 0,3669204; 1,737956; 0,269937; 0,5846273; 1,835313; 0,08776691; 0,6803247; 1,854863; 0,08703701; 0,764408; 1,852622; -0,09413987; 0,5938192; 1,832952; -0,1540064; 0,3736828; 1,75462; -0,000458959; 0,5996819; 1,636849; -0,02126048; 0,6702899; 1,632894; -0,02614161; 0,7462127; 1,616813; 0,017906; 0,6785089; 1,699; 0,08992677; 0,4206425; 1,852581; 0,09287596; 0,06144662; 1,839118; 0,1736664; 0,05992164; 1,79524; 0,00772026; 0,05960297; 1,799049; 0,1822138; -0,4482135; 1,818005; 0,01056032; -0,4322898; 1,815972; 0,1577742; -0,778232; 1,82133; 0,008567506; -0,7769593; 1,814015; 0,1582957; -0,8295097; 1,720797; -0,003931654; -0,8259555; 1,710713; 
10515; 0,09564678; 0,9245877; 1,86628; 0,133341; 0,7463198; 1,608505; ; ; ; 0,1471279; 0,6915618; 1,6266; 0,1646958; 0,6258756; 1,646373; 0,3182064; 0,3644784; 1,72143; 0,2664694; 0,576553; 1,826324; 0,08758515; 0,6810503; 1,854501; 0,08684003; 0,7653768; 1,852172; -0,09749372; 0,5954432; 1,83472; -0,1663599; 0,3822761; 1,743712; -0,001562144; 0,6044609; 1,63652; -0,02190767; 0,6772119; 1,63132; -0,02532525; 0,7639138; 1,615448; 0,03256243; 0,6530118; 1,616521; 0,08981375; 0,4206485; 1,852467; 0,09218672; 0,05916612; 1,838887; 0,1734333; 0,05729673; 1,795666; 0,006584839; 0,05768047; 1,798117; 0,1822359; -0,4487981; 1,818156; 0,01055273; -0,4324437; 1,815965; 0,157722; -0,7783056; 1,821258; 0,008540739; -0,7769572; 1,814044; 0,1581693; -0,8297209; 1,720791; -0,00387202; -0,8258429; 1,710724; 
10548; 0,09546971; 0,9259003; 1,867236; 0,1342959; 0,7649181; 1,615866; ; ; ; 0,1406517; 0,7025185; 1,631202; 0,1585562; 0,6311287; 1,648989; 0,3250562; 0,3737833; 1,704969; 0,2682328; 0,5763179; 1,826408; 0,08727462; 0,6810721; 1,854513; 0,0865135; 0,7653888; 1,852201; -0,09573583; 0,596561; 1,833575; -0,1718886; 0,3909643; 1,730297; -0,003226507; 0,639384; 1,644622; -0,02475853; 0,6821516; 1,633478; -0,02407398; 0,7626798; 1,615566; 0,02632229; 0,6721151; 1,628114; 0,08945734; 0,4204699; 1,852437; 0,09158377; 0,05809048; 1,838785; 0,1732007; 0,05610214; 1,795585; 0,005627884; 0,05684134; 1,797957; 0,1819934; -0,4483557; 1,818394; 0,01050239; -0,4325264; 1,815961; 0,157697; -0,7779666; 1,821388; 0,008539219; -0,7769508; 1,814045; 0,1581335; -0,8296522; 1,720967; -0,003925237; -0,8259339; 1,710943; 
10582; 0,09457207; 0,9260705; 1,868089; 0,1437383; 0,7996634; 1,606344; ; ; ; 0,1607744; 0,7259839; 1,628281; 0,1792921; 0,6519951; 1,638797; 0,3410109; 0,3900336; 1,682114; 0,2572542; 0,5720665; 1,820033; 0,0865752; 0,6805482; 1,855053; 0,08566398; 0,7646677; 1,852981; -0,08847924; 0,5900495; 1,828277; -0,1833031; 0,3964038; 1,717223; -0,026491; 0,6042914; 1,637428; -0,02971893; 0,6887428; 1,636065; -0,02183029; 0,7704044; 1,623128; 0,02063227; 0,6775792; 1,624743; 0,08895405; 0,4200151; 1,852552; 0,09116862; 0,0573744; 1,838476; 0,1731241; 0,05535943; 1,794825; 0,004812748; 0,05609576; 1,797999; 0,1821387; -0,4467434; 1,818241; 0,01047899; -0,4324199; 1,81591; 0,1577255; -0,7778056; 1,821472; 0,008525168; -0,7769758; 1,814223; 0,1581323; -0,8296734; 1,720984; -0,004008271; -0,8260207; 1,710993; 
10616; 0,0931881; 0,9242908; 1,869027; 0,1116596; 0,7584962; 1,66222; ; ; ; 0,1751012; 0,6804593; 1,647529; 0,2222714; 0,6049551; 1,656188; 0,3562551; 0,4117118; 1,665435; 0,2510612; 0,5703023; 1,817281; 0,08613625; 0,6796492; 1,856396; 0,08519344; 0,7633455; 1,854761; -0,08419505; 0,5868801; 1,82609; -0,1969623; 0,4360326; 1,670823; -0,0325486; 0,6092082; 1,639528; -0,0350489; 0,6950253; 1,64104; -0,01728919; 0,7762165; 1,638598; 0,005121361; 0,6673959; 1,654056; 0,08861576; 0,4196942; 1,853015; 0,09097438; 0,05733064; 1,838474; 0,1730395; 0,05533189; 1,794632; 0,004312464; 0,05606186; 1,798296; 0,1819057; -0,4469626; 1,818426; 0,01050484; -0,4324313; 1,815935; 0,1576623; -0,7777682; 1,821694; 0,008588878; -0,7770102; 1,814217; 0,1579283; -0,8296621; 1,721866; -0,004533011; -0,8268639; 1,710002; 
10649; 0,09118169; 0,9192807; 1,872526; 0,150749; 0,8432865; 1,63456; ; ; ; 0,1628388; 0,7855822; 1,635987; 0,1782231; 0,7188313; 1,638606; 0,3604971; 0,4707441; 1,626194; 0,2494829; 0,5740787; 1,818009; 0,08504792; 0,6732545; 1,867854; 0,08370076; 0,7541391; 1,870164; -0,0812723; 0,5854254; 1,826608; -0,2133413; 0,4201233; 1,708446; -0,02779128; 0,6543002; 1,644752; -0,04289693; 0,7326701; 1,643021; -0,03284425; 0,8163306; 1,63617; 0,006961823; 0,7113415; 1,635406; 0,08836982; 0,4185126; 1,855964; 0,09113271; 0,05807728; 1,838105; 0,1734575; 0,05601131; 1,794056; 0,00428874; 0,05709723; 1,798037; 0,1820104; -0,4450065; 1,81806; 0,0104799; -0,43239; 1,815934; 0,1578745; -0,7789173; 1,821399; 0,008642158; -0,777002; 1,814382; 0,1581936; -0,8305312; 1,720874; -0,004504181; -0,8268516; 1,709823; 
10683; 0,09058472; 0,9177569; 1,874508; 0,1618926; 0,8558696; 1,629006; ; ; ; 0,167757; 0,8008299; 1,640252; 0,1785001; 0,7239361; 1,639113; 0,3661044; 0,4798695; 1,625727; 0,2499873; 0,5753236; 1,818466; 0,0852379; 0,6734015; 1,867844; 0,0839987; 0,7543567; 1,869954; -0,08097542; 0,5875404; 1,82802; -0,2172507; 0,4261888; 1,709269; -0,04635001; 0,6729674; 1,641099; -0,05315884; 0,7524885; 1,646814; -0,04183477; 0,8399352; 1,646563; -0,003966471; 0,7331451; 1,647227; 0,08852393; 0,4188543; 1,856173; 0,09145433; 0,06038056; 1,837523; 0,173831; 0,05789114; 1,793354; 0,004622145; 0,05996495; 1,797567; 0,1821029; -0,4426355; 1,817742; 0,01030552; -0,4309072; 1,815595; 0,1578971; -0,7788851; 1,821411; 0,008872825; -0,7766442; 1,814646; 0,1583207; -0,8308153; 1,720294; -0,004261877; -0,8265048; 1,710272; 
10714; 0,09116008; 0,9174364; 1,875079; 0,14379; 0,8497198; 1,676826; ; ; ; 0,1954; 0,7782441; 1,647073; 0,2297761; 0,707423; 1,645861; 0,3831109; 0,5006618; 1,628826; 0,2518562; 0,5776041; 1,819505; 0,08656346; 0,6743425; 1,868022; 0,08562285; 0,7554085; 1,869822; -0,08053283; 0,5914685; 1,830704; -0,230205; 0,4439695; 1,710486; -0,06983058; 0,6985144; 1,642925; -0,06408156; 0,7769173; 1,651814; -0,05318959; 0,8676792; 1,655144; -0,01429886; 0,7604505; 1,644059; 0,08930427; 0,419977; 1,856577; 0,0919391; 0,0632262; 1,836862; 0,1741474; 0,06091433; 1,791871; 0,005338622; 0,06276528; 1,797606; 0,1821947; -0,4389744; 1,817179; 0,01082905; -0,4326389; 1,815454; 0,157778; -0,7788774; 1,821552; 0,009103996; -0,7768772; 1,815103; 0,1581703; -0,8298561; 1,722194; -0,004355098; -0,8265574; 1,710257; 
10749; 0,09474777; 0,9154981; 1,879405; 0,1546498; 0,8516374; 1,663982; ; ; ; 0,2137732; 0,7790006; 1,650141; 0,2439212; 0,708199; 1,645314; 0,3985597; 0,5273824; 1,630889; 0,2545514; 0,5781723; 1,820376; 0,08794934; 0,6743762; 1,868119; 0,08739938; 0,755569; 1,869635; -0,08024118; 0,593749; 1,833155; -0,2523195; 0,5255951; 1,676217; -0,09509751; 0,760683; 1,658091; -0,07920653; 0,7906526; 1,6574; -0,06134494; 0,8797892; 1,661326; -0,03342606; 0,7641693; 1,650739; 0,0898244; 0,4199318; 1,856834; 0,09195653; 0,06323948; 1,836837; 0,1740925; 0,06085813; 1,791722; 0,005485396; 0,06287632; 1,797644; 0,1815783; -0,4450917; 1,816586; 0,01107199; -0,4363354; 1,81528; 0,1578624; -0,7800752; 1,820944; 0,009144346; -0,7769201; 1,814785; 0,1583266; -0,8306988; 1,720295; -0,004572106; -0,8267632; 1,709449; 
10783; 0,09819943; 0,9148204; 1,886366; 0,1865185; 0,9093333; 1,653845; ; ; ; 0,2174735; 0,8557088; 1,650924; 0,2376209; 0,7988425; 1,652197; 0,4104508; 0,5897055; 1,634971; 0,2566797; 0,5782358; 1,821519; 0,0883041; 0,67415; 1,868218; 0,0877872; 0,7554048; 1,869609; -0,08161882; 0,5939844; 1,834189; -0,2585578; 0,5283298; 1,682201; -0,1067631; 0,7583374; 1,659704; -0,09579767; 0,8042407; 1,665002; -0,07463363; 0,8931313; 1,670967; -0,04934305; 0,786406; 1,65171; 0,09002; 0,4196024; 1,857117; 0,09192586; 0,06305714; 1,836838; 0,1739422; 0,06066657; 1,791555; 0,005580629; 0,0625518; 1,797853; 0,1815102; -0,4417596; 1,816342; 0,01079934; -0,4355888; 1,815234; 0,1576456; -0,7802305; 1,821297; 0,009213144; -0,776863; 1,814908; 0,1584411; -0,8298473; 1,721841; -0,004509978; -0,8267098; 1,709848; 
10817; 0,09869684; 0,9143006; 1,888792; 0,1886855; 0,9139951; 1,667996; ; ; ; 0,2468705; 0,8449819; 1,651204; 0,2758995; 0,7846217; 1,649568; 0,4158282; 0,5993527; 1,641371; 0,2565247; 0,5779302; 1,8215; 0,08840952; 0,6738001; 1,868184; 0,08788878; 0,7551683; 1,86948; -0,08186183; 0,5940335; 1,834512; -0,2703137; 0,5449629; 1,691805; -0,1278926; 0,7648919; 1,663384; -0,1139846; 0,8385715; 1,673414; -0,1029794; 0,9327053; 1,688317; -0,06720395; 0,8125548; 1,656072; 0,09006847; 0,4188361; 1,857297; 0,09180833; 0,06190066; 1,83669; 0,173533; 0,05970192; 1,791178; 0,005809087; 0,06109202; 1,797964; 0,1814608; -0,4416722; 1,816252; 0,01065989; -0,4356484; 1,815157; 0,1574509; -0,7800897; 1,821403; 0,009308488; -0,7769735; 1,814862; 0,1582578; -0,8295695; 1,722557; -0,00448662; -0,8277248; 1,706536; 
10848; 0,09847146; 0,9155272; 1,889723; 0,2294437; 0,9176063; 1,649346; ; ; ; 0,2725692; 0,8550556; 1,652784; 0,2957444; 0,789871; 1,651809; 0,4323514; 0,602403; 1,660038; 0,256413; 0,5779107; 1,82149; 0,0882907; 0,6736931; 1,868129; 0,0877687; 0,7551153; 1,869354; -0,08291137; 0,5939212; 1,834926; -0,28158; 0,5597152; 1,704043; -0,1568222; 0,7773795; 1,671061; -0,1340865; 0,8545943; 1,682005; -0,1272244; 0,9405851; 1,692711; -0,08823089; 0,8336763; 1,661378; 0,08982281; 0,4184929; 1,857339; 0,09135415; 0,06121871; 1,836438; 0,1728471; 0,05891247; 1,790854; 0,005572103; 0,06056584; 1,797783; 0,1811995; -0,4420562; 1,816087; 0,01009996; -0,43259; 1,814622; 0,1574206; -0,7800143; 1,821254; 0,009334767; -0,7767862; 1,814875; 0,1582256; -0,8295711; 1,722265; -0,004542401; -0,8271354; 1,708349; 
10882; 0,09856123; 0,9174757; 1,889306; 0,2562168; 0,9121416; 1,640932; ; ; ; 0,300301; 0,861415; 1,656539; 0,3237976; 0,8056722; 1,657386; 0,4417502; 0,6118172; 1,67482; 0,2564201; 0,5780755; 1,821532; 0,08778862; 0,6734402; 1,869257; 0,08724957; 0,7550047; 1,870527; -0,08489294; 0,5937958; 1,8352; -0,2939498; 0,5635929; 1,72351; -0,1817081; 0,7806153; 1,676576; -0,1593124; 0,8573545; 1,685903; -0,143124; 0,9437675; 1,701945; -0,1161896; 0,8424999; 1,658; 0,08940055; 0,4180775; 1,857943; 0,09097734; 0,06072542; 1,836166; 0,172271; 0,05859075; 1,790453; 0,005371437; 0,05988985; 1,79761; 0,1809796; -0,4414365; 1,815662; 0,01004815; -0,4326273; 1,814596; 0,1571887; -0,7797148; 1,821031; 0,009580632; -0,7767578; 1,814744; 0,1582357; -0,8291735; 1,722605; -0,00444051; -0,8272083; 1,708108; 
10916; 0,09857849; 0,9190335; 1,888827; 0,2819233; 0,9212402; 1,651066; ; ; ; 0,3286326; 0,8653977; 1,660004; 0,3547275; 0,8216598; 1,661171; 0,4573241; 0,6201448; 1,688361; 0,2665226; 0,5905442; 1,827807; 0,08753485; 0,673316; 1,869383; 0,08695202; 0,754881; 1,870631; -0,08763226; 0,5936177; 1,835572; -0,3029786; 0,5686354; 1,737889; -0,2089855; 0,787586; 1,684929; -0,1864771; 0,865202; 1,693127; -0,1748627; 0,9486812; 1,71032; -0,1414454; 0,8544449; 1,667608; 0,08926544; 0,4180227; 1,858006; 0,09090118; 0,06078557; 1,83595; 0,171875; 0,0589094; 1,789896; 0,005423448; 0,05985914; 1,797541; 0,1808176; -0,4414667; 1,815437; 0,009980773; -0,4325319; 1,814508; 0,1570253; -0,7794365; 1,820935; 0,009528152; -0,7771569; 1,814487; 0,158174; -0,8290492; 1,721917; -0,004590155; -0,827561; 1,707081; 
10948; 0,09839481; 0,9200997; 1,887993; 0,3152196; 0,9160827; 1,649976; ; ; ; 0,3592218; 0,8688724; 1,665709; 0,3750398; 0,8271551; 1,665145; 0,4671353; 0,6223515; 1,706924; 0,2660683; 0,5900016; 1,827398; 0,08742632; 0,6732565; 1,869323; 0,08682641; 0,754831; 1,870529; -0,09053101; 0,5941418; 1,83634; -0,3170039; 0,5754074; 1,751934; -0,23983; 0,7908491; 1,69401; -0,2146589; 0,8739564; 1,700415; -0,2045826; 0,9543293; 1,717636; -0,1712742; 0,8595281; 1,668514; 0,08915623; 0,417961; 1,857972; 0,09073611; 0,06075545; 1,835659; 0,1715499; 0,05894026; 1,789569; 0,005408062; 0,05978487; 1,797296; 0,180597; -0,4408949; 1,815114; 0,009766461; -0,4307129; 1,81403; 0,1570025; -0,7794186; 1,820958; 0,00952259; -0,7770046; 1,81452; 0,1581661; -0,8289707; 1,721565; -0,004468869; -0,8272112; 1,707485; 
