elapsed_millisecs; head_x; head_y; head_z; hand_tip_right_x; hand_tip_right_y; hand_tip_right_z; thumb_right_x; thumb_right_y; thumb_right_z; hand_right_x; hand_right_y; hand_right_z; wrist_right_x; wrist_right_y; wrist_right_z; elbow_right_x; elbow_right_y; elbow_right_z; shoulder_right_x; shoulder_right_y; shoulder_right_z; spine_shoulder_x; spine_shoulder_y; spine_shoulder_z; neck_x; neck_y; neck_z; shoulder_left_x; shoulder_left_y; shoulder_left_z; elbow_left_x; elbow_left_y; elbow_left_z; wrist_left_x; wrist_left_y; wrist_left_z; hand_left_x; hand_left_y; hand_left_z; hand_tip_left_x; hand_tip_left_y; hand_tip_left_z; thumb_left_x; thumb_left_y; thumb_left_z; spine_mid_x; spine_mid_y; spine_mid_z; spine_base_x; spine_base_y; spine_base_z; hip_right_x; hip_right_y; hip_right_z; hip_left_x; hip_left_y; hip_left_z; knee_right_x; knee_right_y; knee_right_z; knee_left_x; knee_left_y; knee_left_z; ankle_right_x; ankle_right_y; ankle_right_z; ankle_left_x; ankle_left_y; ankle_left_z; foot_right_x; foot_right_y; foot_right_z; foot_left_x; foot_left_y; foot_left_z;
3449; 0,08410835; 0,9182953; 1,869914; 0,1791261; 0,6075628; 1,583736; ; ; ; 0,1835349; 0,5577213; 1,617886; 0,1920108; 0,5118761; 1,630922; 0,3289116; 0,3597584; 1,82252; 0,2543691; 0,596523; 1,83313; 0,08022523; 0,6682114; 1,85859; 0,07972354; 0,7492711; 1,859525; -0,1013487; 0,6064689; 1,850356; -0,141286; 0,3601236; 1,812517; -0,06868994; 0,5283645; 1,636195; -0,0521428; 0,5529383; 1,633867; -0,06082841; 0,6287929; 1,602941; 0,0106665; 0,5554006; 1,635557; 0,08207349; 0,4156919; 1,84731; 0,08618373; 0,06390508; 1,824181; 0,1645374; 0,06309442; 1,778186; 0,003776199; 0,06137939; 1,786186; 0,1791208; -0,446456; 1,807322; 0,01115628; -0,4339326; 1,807322; 0,154752; -0,7785437; 1,820828; 0,009597967; -0,7761129; 1,812629; 0,1579414; -0,8270682; 1,723623; -0,004647065; -0,8268658; 1,709294; 
3482; 0,08434074; 0,9182615; 1,871523; 0,1712675; 0,6262422; 1,575537; ; ; ; 0,1770519; 0,6043535; 1,595769; 0,189972; 0,5704869; 1,612181; 0,3326348; 0,3663626; 1,808291; 0,2617406; 0,5946332; 1,837728; 0,08003272; 0,6690045; 1,859926; 0,07940765; 0,7501233; 1,860844; -0,1041384; 0,6051904; 1,851416; -0,1433994; 0,36366; 1,807169; -0,04676274; 0,6045349; 1,627267; -0,05174642; 0,5833357; 1,626722; -0,05220203; 0,645833; 1,599379; 0,01091038; 0,5432226; 1,619524; 0,08212624; 0,4162135; 1,84856; 0,08621571; 0,06398225; 1,824763; 0,1645964; 0,06309873; 1,779161; 0,003794903; 0,06151877; 1,786471; 0,1783918; -0,4483888; 1,808215; 0,01116385; -0,4339702; 1,807387; 0,1547447; -0,7789234; 1,820252; 0,00946714; -0,7762222; 1,812718; 0,1578202; -0,8276839; 1,721628; -0,004621692; -0,8268809; 1,709434; 
3517; 0,0845439; 0,9184309; 1,873854; 0,1585095; 0,6458486; 1,575352; ; ; ; 0,1695202; 0,6134301; 1,596157; 0,1821025; 0,5659343; 1,610689; 0,3396987; 0,3676331; 1,801215; 0,2658859; 0,5934805; 1,840362; 0,0823835; 0,6707712; 1,861998; 0,08209486; 0,7521012; 1,863087; -0,1036319; 0,6051643; 1,851548; -0,1468546; 0,3764111; 1,792167; -0,04217801; 0,608315; 1,624373; -0,04939825; 0,6425944; 1,611392; -0,04738048; 0,6640179; 1,596032; -0,02327115; 0,6318843; 1,598437; 0,08337966; 0,4172671; 1,849983; 0,08627325; 0,06420679; 1,825142; 0,1647205; 0,06323836; 1,779329; 0,003734057; 0,06190397; 1,787144; 0,1786437; -0,449625; 1,808765; 0,0110739; -0,4329816; 1,807485; 0,1547714; -0,7790362; 1,820107; 0,009468709; -0,7762328; 1,812724; 0,1577849; -0,8277101; 1,721457; -0,004608198; -0,8268656; 1,709445; 
3549; 0,08437502; 0,9188372; 1,876265; 0,1497864; 0,6562025; 1,575759; ; ; ; 0,1667352; 0,5867797; 1,607308; 0,2169946; 0,5273881; 1,642568; 0,3275585; 0,3747451; 1,746385; 0,2729965; 0,5894083; 1,843348; 0,08384369; 0,6726605; 1,86344; 0,08377177; 0,7543918; 1,864646; -0,1066108; 0,6032521; 1,851837; -0,1503592; 0,3759293; 1,786263; -0,03916691; 0,6081488; 1,625276; -0,04569439; 0,6502209; 1,610295; -0,03987558; 0,6828314; 1,599789; -0,01283403; 0,6307175; 1,604667; 0,08415087; 0,4180759; 1,851004; 0,08627884; 0,06414465; 1,82548; 0,1649637; 0,06313529; 1,779947; 0,003621524; 0,0618883; 1,787294; 0,17872; -0,4492347; 1,809043; 0,01115751; -0,4330714; 1,807567; 0,1547421; -0,7780139; 1,820075; 0,009421107; -0,7763004; 1,812739; 0,1578845; -0,8273317; 1,722519; -0,004395312; -0,8268064; 1,709156; 
3582; 0,08445595; 0,9199302; 1,87811; 0,1400474; 0,689437; 1,575548; ; ; ; 0,1560108; 0,6553445; 1,590943; 0,1745598; 0,6110439; 1,61161; 0,3307154; 0,3710623; 1,742355; 0,2721356; 0,5840559; 1,840639; 0,08606281; 0,6773112; 1,864661; 0,08644127; 0,7603865; 1,865915; -0,1064543; 0,6035138; 1,85171; -0,1599921; 0,3801266; 1,779034; -0,03929387; 0,594728; 1,622167; -0,0387408; 0,6511173; 1,612678; -0,02795069; 0,694927; 1,595389; 0,03254309; 0,6063689; 1,6158; 0,08512149; 0,4195554; 1,851909; 0,08628538; 0,06376904; 1,825934; 0,165234; 0,06254643; 1,780476; 0,003433581; 0,06170728; 1,787658; 0,1789312; -0,4505863; 1,809831; 0,01125196; -0,4323153; 1,807631; 0,1547449; -0,7779625; 1,820147; 0,009492084; -0,7763044; 1,812796; 0,1578935; -0,8274343; 1,722525; -0,00476272; -0,8269712; 1,709051; 
3614; 0,08468851; 0,9211057; 1,87943; 0,1311506; 0,660164; 1,595246; ; ; ; 0,1655903; 0,5960366; 1,620885; 0,2215119; 0,5222211; 1,643091; 0,3406752; 0,3784933; 1,729854; 0,270439; 0,5830494; 1,838755; 0,08683247; 0,6793779; 1,864452; 0,08724787; 0,7632652; 1,865505; -0,1088785; 0,6026947; 1,850913; -0,1677625; 0,3866296; 1,759449; -0,02849847; 0,5931578; 1,62219; -0,02771051; 0,6588598; 1,61418; -0,02366915; 0,7174466; 1,590711; 0,1008516; 0,631945; 1,618182; 0,08554351; 0,4198195; 1,85202; 0,08675274; 0,06123541; 1,826482; 0,1671247; 0,0588046; 1,783458; 0,002997747; 0,05946226; 1,786565; 0,1789974; -0,4506082; 1,810116; 0,01123964; -0,4321809; 1,807708; 0,1546993; -0,7779238; 1,820295; 0,009478252; -0,7762634; 1,812806; 0,157701; -0,8275298; 1,722773; -0,004710005; -0,8268657; 1,709366; 
3648; 0,08512805; 0,9217917; 1,880665; 0,1240714; 0,7367391; 1,588001; ; ; ; 0,1488207; 0,6881616; 1,606623; 0,1734874; 0,626985; 1,613098; 0,3546685; 0,3911028; 1,712825; 0,2629399; 0,5794182; 1,834911; 0,08701996; 0,6805431; 1,864211; 0,08732282; 0,7648969; 1,865097; -0,1033; 0,5964779; 1,844068; -0,1794358; 0,3913903; 1,739675; -0,02644959; 0,606055; 1,622131; -0,01795425; 0,6605621; 1,62169; -0,01151035; 0,7256439; 1,59033; 0,03254756; 0,6489859; 1,619842; 0,08577481; 0,4199033; 1,852077; 0,08737415; 0,05869327; 1,827037; 0,1685762; 0,05585326; 1,785192; 0,002874071; 0,05753408; 1,786025; 0,1790859; -0,4508001; 1,810404; 0,01126012; -0,4321414; 1,807821; 0,1546796; -0,7779658; 1,820281; 0,009409885; -0,7761642; 1,81304; 0,157691; -0,827947; 1,722672; -0,004637436; -0,826531; 1,710518; 
3682; 0,08541771; 0,9219007; 1,88079; 0,1200569; 0,7393764; 1,59754; ; ; ; 0,1585925; 0,6695462; 1,617138; 0,1930331; 0,6011332; 1,630724; 0,3732368; 0,4135379; 1,694953; 0,2463768; 0,5715542; 1,827806; 0,08692654; 0,6801693; 1,864503; 0,08714222; 0,7644442; 1,86544; -0,09783877; 0,5922458; 1,838748; -0,1890035; 0,4072705; 1,709518; -0,0329815; 0,6019882; 1,624087; -0,03040778; 0,6749797; 1,62244; -0,02075545; 0,724345; 1,610633; 0,02507689; 0,6726062; 1,621345; 0,08590828; 0,4192746; 1,852437; 0,08742088; 0,05688217; 1,8273; 0,1692764; 0,05373237; 1,786055; 0,002259474; 0,05614598; 1,785586; 0,1790824; -0,4509816; 1,810648; 0,01089355; -0,4300485; 1,807882; 0,1547208; -0,7778649; 1,820261; 0,00934718; -0,7760454; 1,812992; 0,1577121; -0,8279343; 1,722591; -0,004620149; -0,8264578; 1,710648; 
3716; 0,08516188; 0,92142; 1,880954; 0,12254; 0,8160601; 1,613151; ; ; ; 0,1429527; 0,7555171; 1,616289; 0,1633937; 0,6977085; 1,62154; 0,3697836; 0,469865; 1,643686; 0,2463686; 0,57199; 1,827892; 0,08691372; 0,678941; 1,866406; 0,08681228; 0,7623617; 1,86807; -0,08835004; 0,5821043; 1,831613; -0,2029081; 0,4443824; 1,665331; -0,04361437; 0,6596403; 1,623806; -0,02820831; 0,7114021; 1,628479; -0,01524743; 0,7675991; 1,623204; 0,01701434; 0,6919343; 1,629031; 0,08640006; 0,419171; 1,853206; 0,08813547; 0,05748425; 1,827297; 0,1705233; 0,05468478; 1,7864; 0,002593572; 0,0567293; 1,785191; 0,1790637; -0,4514063; 1,811068; 0,01072932; -0,4297139; 1,808078; 0,1547849; -0,7793515; 1,81925; 0,009350176; -0,7760524; 1,812976; 0,1581142; -0,8290113; 1,720083; -0,004650851; -0,8264632; 1,71063; 
3749; 0,08395888; 0,9184562; 1,882809; 0,1164318; 0,8173202; 1,609689; ; ; ; 0,1497486; 0,7741425; 1,622232; 0,167645; 0,7024767; 1,622558; 0,3742275; 0,4797733; 1,643765; 0,2486254; 0,5757271; 1,829761; 0,0873777; 0,677192; 1,869645; 0,08701033; 0,7597221; 1,872066; -0,08828895; 0,5820675; 1,831576; -0,2135682; 0,4643577; 1,657781; -0,07811625; 0,646673; 1,630141; -0,0501951; 0,7136545; 1,630503; -0,01965886; 0,7953061; 1,631094; 0,008295441; 0,7153574; 1,621707; 0,08745089; 0,4191071; 1,85478; 0,08966376; 0,05895391; 1,827493; 0,1721547; 0,05636327; 1,786249; 0,003787092; 0,05811595; 1,785479; 0,1796315; -0,4451876; 1,811291; 0,01067924; -0,4296455; 1,808177; 0,1550451; -0,7788846; 1,819656; 0,009344892; -0,7761137; 1,812893; 0,158026; -0,8291551; 1,720264; -0,004675745; -0,8264477; 1,710489; 
3782; 0,08446787; 0,9123263; 1,885803; 0,1300024; 0,8480296; 1,620779; ; ; ; 0,1742298; 0,7723918; 1,623074; 0,19575; 0,7029587; 1,621734; 0,3890206; 0,5095647; 1,643371; 0,2526141; 0,5797132; 1,832822; 0,08880538; 0,6766022; 1,871797; 0,08842479; 0,7588525; 1,874284; -0,08868352; 0,5829691; 1,832085; -0,2296206; 0,4914118; 1,654954; -0,06731491; 0,7031494; 1,628451; -0,05615816; 0,7704217; 1,637815; -0,02906619; 0,8370692; 1,635408; -0,007663142; 0,7422722; 1,623464; 0,0890552; 0,4194465; 1,856459; 0,09093378; 0,06037264; 1,828046; 0,1730526; 0,05765855; 1,786361; 0,005270428; 0,05974496; 1,786375; 0,1803389; -0,4413734; 1,811139; 0,01109143; -0,431619; 1,808735; 0,1550723; -0,7791232; 1,819736; 0,009400959; -0,7760417; 1,812903; 0,1579627; -0,8291257; 1,720394; -0,004863693; -0,8265759; 1,710673; 
3816; 0,08803631; 0,9120704; 1,888999; 0,1513529; 0,9081687; 1,63853; ; ; ; 0,1850278; 0,8171049; 1,626625; 0,2138941; 0,7425914; 1,623962; 0,4024013; 0,5331872; 1,645826; 0,2563339; 0,581377; 1,834293; 0,09109475; 0,676415; 1,87351; 0,09088223; 0,7585836; 1,876055; -0,08819224; 0,5857894; 1,833551; -0,2370006; 0,5074744; 1,656846; -0,08379411; 0,7162259; 1,630263; -0,07131875; 0,7825034; 1,64147; -0,003720996; 0,8309302; 1,664336; -0,04105587; 0,7339544; 1,626865; 0,09093313; 0,4196026; 1,857739; 0,0917119; 0,06077841; 1,828337; 0,173493; 0,05797706; 1,786373; 0,006303687; 0,06028831; 1,786928; 0,1804224; -0,4407125; 1,811091; 0,0109939; -0,4316085; 1,808748; 0,1550256; -0,7790384; 1,819786; 0,009841243; -0,7758959; 1,813541; 0,1577137; -0,8286253; 1,721291; -0,004695137; -0,8263115; 1,71097; 
3849; 0,09188248; 0,9111547; 1,893063; 0,1596722; 0,907061; 1,634403; ; ; ; 0,1972094; 0,8395396; 1,632282; 0,2200703; 0,7925503; 1,631692; 0,4119325; 0,5828692; 1,645845; 0,2602454; 0,5815265; 1,834882; 0,09215568; 0,6757545; 1,874517; 0,09205147; 0,7579352; 1,877052; -0,08746797; 0,5872951; 1,834845; -0,2487916; 0,5257345; 1,663351; -0,1092667; 0,7506111; 1,641091; -0,0857816; 0,8162603; 1,651571; -0,06500991; 0,9020815; 1,659155; -0,03155192; 0,8012716; 1,638429; 0,09170649; 0,4190214; 1,858588; 0,09188344; 0,0604924; 1,828605; 0,1735028; 0,05782521; 1,786294; 0,006754872; 0,05982405; 1,787923; 0,1795897; -0,4475933; 1,811616; 0,01121747; -0,4327552; 1,808932; 0,1546624; -0,7794162; 1,819788; 0,00986157; -0,7758805; 1,813496; 0,1576757; -0,8287262; 1,721209; -0,004796094; -0,8265868; 1,710581; 
3882; 0,0951971; 0,9096738; 1,898733; 0,1777378; 0,9134998; 1,643464; ; ; ; 0,2170115; 0,8516811; 1,635188; 0,2284161; 0,8033881; 1,633665; 0,4192543; 0,5959927; 1,652468; 0,2612848; 0,5809377; 1,83475; 0,09288161; 0,6746862; 1,875233; 0,09282258; 0,7568859; 1,877741; -0,08746911; 0,5873875; 1,834926; -0,2602764; 0,5433148; 1,670376; -0,1222525; 0,75945; 1,644217; -0,1039845; 0,8243593; 1,654658; -0,06802616; 0,9044369; 1,667703; -0,04778494; 0,820925; 1,637396; 0,09232014; 0,4180055; 1,859238; 0,09211762; 0,05973761; 1,828871; 0,1735272; 0,05724544; 1,786089; 0,007188156; 0,05888406; 1,788714; 0,1795735; -0,4475155; 1,811617; 0,0111366; -0,4339116; 1,809086; 0,1545725; -0,7795717; 1,81992; 0,009785444; -0,7763366; 1,813255; 0,1577112; -0,8286666; 1,721342; -0,004442111; -0,8269837; 1,708738; 
3916; 0,09578687; 0,9097993; 1,899831; 0,1928298; 0,9108827; 1,664331; ; ; ; 0,2470159; 0,8506346; 1,642775; 0,2908745; 0,7898141; 1,640811; 0,4343971; 0,6137848; 1,671492; 0,2614645; 0,5806229; 1,834553; 0,09300213; 0,6741629; 1,875524; 0,09292491; 0,7563607; 1,878; -0,08783424; 0,5876216; 1,834978; -0,2736573; 0,5603062; 1,683047; -0,1485258; 0,7762924; 1,651525; -0,1225787; 0,859136; 1,668784; -0,1139358; 0,937419; 1,685199; -0,05654185; 0,8690119; 1,6638; 0,09252264; 0,4175424; 1,859558; 0,09228257; 0,05943235; 1,829044; 0,1735303; 0,0570343; 1,786117; 0,007470671; 0,05859593; 1,788939; 0,179466; -0,4452828; 1,811428; 0,01136065; -0,4340222; 1,809227; 0,1545342; -0,7794569; 1,819965; 0,009855578; -0,7764376; 1,813247; 0,1576843; -0,8280999; 1,723859; -0,004631202; -0,8272824; 1,707809; 
3949; 0,09698112; 0,9116623; 1,900191; 0,2008979; 0,9162664; 1,66447; ; ; ; 0,2720989; 0,8576819; 1,643324; 0,3092892; 0,790292; 1,644206; 0,4494439; 0,614004; 1,691609; 0,2614851; 0,5805945; 1,834522; 0,09113193; 0,6730945; 1,877635; 0,09058703; 0,7551351; 1,880549; -0,08841713; 0,5878813; 1,834872; -0,2830735; 0,5712385; 1,694396; -0,1733151; 0,7810785; 1,654901; -0,1451748; 0,8628646; 1,671436; -0,124221; 0,9354845; 1,693786; -0,08691587; 0,8660948; 1,654487; 0,09185066; 0,416971; 1,86047; 0,09226149; 0,05929948; 1,829086; 0,1734653; 0,05694554; 1,786149; 0,007465274; 0,05846094; 1,78893; 0,1793027; -0,4421026; 1,811011; 0,01140441; -0,4338249; 1,809215; 0,1545075; -0,7789031; 1,820417; 0,009933793; -0,7765083; 1,813192; 0,1577638; -0,8278829; 1,72419; -0,00467445; -0,8273588; 1,707817; 
3982; 0,09869839; 0,9152029; 1,899444; 0,2295876; 0,9342359; 1,674704; ; ; ; 0,2931163; 0,8799226; 1,64913; 0,3150899; 0,8385057; 1,658681; 0,4559821; 0,6212608; 1,704249; 0,2618051; 0,580984; 1,834664; 0,0905697; 0,672847; 1,878174; 0,08994734; 0,7548317; 1,881076; -0,09263603; 0,5916362; 1,835825; -0,2964808; 0,5818037; 1,710654; -0,1934431; 0,7858696; 1,660877; -0,1694631; 0,8653509; 1,673023; -0,1434968; 0,9381807; 1,694053; -0,1160508; 0,8719064; 1,655037; 0,09158167; 0,4169029; 1,860927; 0,09226492; 0,05938865; 1,829266; 0,1733293; 0,0570849; 1,786481; 0,007505251; 0,05852607; 1,788963; 0,1791148; -0,440673; 1,810965; 0,01139811; -0,4331586; 1,809424; 0,1545439; -0,7788588; 1,820471; 0,00978727; -0,7762311; 1,813448; 0,1578113; -0,8278953; 1,724311; -0,004646542; -0,8269116; 1,709167; 
4016; 0,1000173; 0,9170358; 1,898009; 0,2681066; 0,9231048; 1,655638; ; ; ; 0,3247745; 0,8795733; 1,649571; 0,3734826; 0,8243819; 1,656044; 0,47313; 0,6257216; 1,713827; 0,2759179; 0,5947151; 1,84192; 0,09045089; 0,6728065; 1,878234; 0,08976781; 0,7547387; 1,88111; -0,09329687; 0,591913; 1,835663; -0,3033993; 0,58643; 1,723118; -0,2174957; 0,7988385; 1,668306; -0,1937748; 0,8743107; 1,67786; -0,1575255; 0,9467658; 1,706109; -0,1393194; 0,8815143; 1,667152; 0,09157594; 0,4169953; 1,861078; 0,09266666; 0,06003719; 1,829605; 0,1734161; 0,05811607; 1,786769; 0,00814033; 0,05894178; 1,789253; 0,1790941; -0,4407083; 1,810986; 0,01139499; -0,4332204; 1,809445; 0,1545062; -0,778905; 1,820589; 0,009873155; -0,7763462; 1,813429; 0,1577226; -0,8278528; 1,724439; -0,004654326; -0,8269858; 1,708648; 
4049; 0,1011162; 0,9188594; 1,895709; 0,3016655; 0,9249429; 1,662663; ; ; ; 0,3656076; 0,8707786; 1,657926; 0,3888685; 0,8295276; 1,658844; 0,4801718; 0,6307995; 1,731038; 0,2752885; 0,5944427; 1,84166; 0,0902031; 0,6727376; 1,87783; 0,08943324; 0,7545776; 1,88045; -0,09983028; 0,597314; 1,836876; -0,3160115; 0,5888063; 1,737604; -0,2482742; 0,7986974; 1,675459; -0,2203969; 0,8766826; 1,680237; -0,1845633; 0,9407623; 1,69616; -0,1635349; 0,8940448; 1,658135; 0,09151737; 0,4170511; 1,86104; 0,09267798; 0,06039345; 1,829743; 0,1732477; 0,05853638; 1,78701; 0,008263898; 0,05930176; 1,789243; 0,1790596; -0,440805; 1,81107; 0,01129516; -0,4329826; 1,809416; 0,1547604; -0,7790726; 1,820875; 0,01001939; -0,7763487; 1,813525; 0,1576997; -0,8279172; 1,724445; -0,00462991; -0,8269455; 1,708762; 
4082; 0,1024992; 0,9209363; 1,893208; 0,3383934; 0,9254269; 1,659428; ; ; ; 0,4024504; 0,8694087; 1,666292; 0,4271027; 0,8399627; 1,66915; 0,4873408; 0,6321125; 1,746927; 0,2763108; 0,5960091; 1,842269; 0,08972011; 0,6733619; 1,876639; 0,08884589; 0,7551335; 1,878795; -0,1035514; 0,6008003; 1,83838; -0,3254693; 0,5828823; 1,760065; -0,2691035; 0,8012307; 1,684842; -0,2480231; 0,8797143; 1,68898; -0,217802; 0,9505023; 1,708797; -0,1903961; 0,9017266; 1,661079; 0,09129167; 0,41795; 1,8607; 0,09272856; 0,06244841; 1,830198; 0,1729127; 0,06074025; 1,787497; 0,008585857; 0,06119698; 1,789503; 0,1790192; -0,4394791; 1,811174; 0,01118021; -0,4328516; 1,809595; 0,1546768; -0,7790841; 1,821056; 0,01014761; -0,7766005; 1,813733; 0,1578287; -0,827363; 1,725822; -0,00469821; -0,8270553; 1,708773; 
4115; 0,1039246; 0,9222707; 1,888738; 0,372536; 0,9246961; 1,658624; ; ; ; 0,4316303; 0,8709512; 1,668661; 0,4510286; 0,8372217; 1,674898; 0,4996385; 0,6286044; 1,759111; 0,283795; 0,6024221; 1,844744; 0,08942686; 0,6731599; 1,87368; 0,0884673; 0,7545488; 1,874904; -0,1032297; 0,6004583; 1,838126; -0,3276455; 0,5805426; 1,770558; -0,2897536; 0,8067094; 1,69238; -0,2729544; 0,8816917; 1,692451; -0,2491013; 0,9475032; 1,707717; -0,2204993; 0,8969081; 1,668733; 0,09128306; 0,4184169; 1,859773; 0,09300053; 0,06367601; 1,830189; 0,1729431; 0,06176694; 1,787398; 0,009086517; 0,06263588; 1,789476; 0,1789763; -0,4392136; 1,811212; 0,01096918; -0,4324144; 1,809542; 0,1546771; -0,7790153; 1,821084; 0,0100981; -0,7764946; 1,81357; 0,1579018; -0,8280835; 1,724061; -0,004694778; -0,8268529; 1,708928; 
4148; 0,1053917; 0,9230585; 1,884349; 0,4309918; 0,920779; 1,652764; ; ; ; 0,4676306; 0,8605047; 1,678211; 0,480947; 0,8326972; 1,685122; 0,5083796; 0,6229813; 1,776104; 0,287394; 0,6066769; 1,846782; 0,08894673; 0,673548; 1,870978; 0,08791926; 0,7546925; 1,871535; -0,1047034; 0,6024414; 1,83913; -0,3315757; 0,5770285; 1,785731; -0,3130287; 0,8120636; 1,700492; -0,3016469; 0,8883543; 1,704507; -0,2951535; 0,9659644; 1,733345; -0,2520337; 0,8937387; 1,667545; 0,09108704; 0,4193618; 1,858783; 0,09307121; 0,06587649; 1,830585; 0,1725651; 0,06392778; 1,787506; 0,009555832; 0,06485872; 1,790054; 0,1789431; -0,4393708; 1,811297; 0,01041905; -0,4308121; 1,809637; 0,1547526; -0,7787852; 1,820812; 0,009926297; -0,7765482; 1,8136; 0,1579753; -0,8281211; 1,723822; -0,004684568; -0,8268375; 1,709242; 
4182; 0,1064293; 0,9236732; 1,87946; 0,4641849; 0,9284536; 1,660424; ; ; ; 0,4949836; 0,8645216; 1,682571; 0,5078945; 0,8249823; 1,693491; 0,5129277; 0,616336; 1,790908; 0,2885745; 0,6073899; 1,847289; 0,08870574; 0,6736279; 1,867578; 0,0877279; 0,754537; 1,867364; -0,1053353; 0,6037757; 1,839545; -0,3341038; 0,5727599; 1,796607; -0,3399602; 0,8088303; 1,710422; -0,3307919; 0,8779032; 1,711711; -0,3122456; 0,9669156; 1,741718; -0,2821337; 0,8892938; 1,673872; 0,09090263; 0,4199833; 1,857598; 0,09293626; 0,06696692; 1,830876; 0,1721909; 0,06490332; 1,787844; 0,009632251; 0,06603899; 1,790228; 0,178994; -0,4403769; 1,811627; 0,01033654; -0,431422; 1,809901; 0,1547613; -0,7789063; 1,820811; 0,009922483; -0,7765647; 1,81361; 0,1582391; -0,8282108; 1,722187; -0,004691377; -0,826833; 1,709211; 
4215; 0,1067149; 0,9233029; 1,873; 0,5178639; 0,943264; 1,68604; ; ; ; 0,519862; 0,8885037; 1,684054; 0,5400546; 0,8127127; 1,700905; 0,5154882; 0,6077821; 1,802957; 0,2891283; 0,607495; 1,847244; 0,08845176; 0,6737106; 1,863108; 0,0875377; 0,7544364; 1,86215; -0,1059191; 0,6042422; 1,839551; -0,3405992; 0,5674801; 1,807776; -0,3664962; 0,7957801; 1,722311; -0,3585849; 0,8733156; 1,720669; -0,3440079; 0,9689394; 1,744854; -0,3048866; 0,8926991; 1,684177; 0,09064505; 0,420625; 1,855624; 0,09278025; 0,06769973; 1,830921; 0,1719029; 0,06544148; 1,788082; 0,009595986; 0,06706885; 1,789968; 0,1789846; -0,4402638; 1,811677; 0,01017458; -0,4307441; 1,809918; 0,1546213; -0,7789297; 1,820692; 0,009855443; -0,7764623; 1,813456; 0,1581751; -0,828261; 1,722323; -0,00468474; -0,8267851; 1,709283; 
4249; 0,1071139; 0,923279; 1,869074; 0,5419649; 0,9459296; 1,685655; ; ; ; 0,5501698; 0,8840774; 1,690649; 0,5600677; 0,8026944; 1,710968; 0,5174459; 0,6010764; 1,813322; 0,2894383; 0,6075258; 1,847214; 0,08841629; 0,673946; 1,859195; 0,08758927; 0,754537; 1,857737; -0,1066692; 0,605137; 1,839701; -0,3443145; 0,5632929; 1,817688; -0,3932547; 0,7719245; 1,736182; -0,3908921; 0,8491857; 1,727718; -0,3777342; 0,9500188; 1,756496; -0,3440585; 0,8676651; 1,690442; 0,09046394; 0,421346; 1,853534; 0,09259003; 0,06857515; 1,830891; 0,1715489; 0,06628757; 1,788124; 0,009541689; 0,06791952; 1,789824; 0,1788773; -0,4383299; 1,811688; 0,009824533; -0,4299919; 1,809811; 0,1545626; -0,7789238; 1,820733; 0,009821875; -0,7764605; 1,813412; 0,1580889; -0,8278695; 1,724033; -0,004626973; -0,8267159; 1,709312; 
4282; 0,1070436; 0,9235539; 1,863963; 0,578918; 0,9566358; 1,710559; ; ; ; 0,5809937; 0,8809822; 1,699997; 0,5826043; 0,7925865; 1,721946; 0,519215; 0,5952503; 1,820927; 0,2872368; 0,6057147; 1,84601; 0,08826467; 0,6739332; 1,855037; 0,08749354; 0,7544748; 1,853026; -0,1075443; 0,6059194; 1,84014; -0,3453684; 0,5573717; 1,829236; -0,4102015; 0,760649; 1,74412; -0,4148213; 0,8373074; 1,737414; -0,4024324; 0,9273748; 1,763585; -0,3563542; 0,8807781; 1,6983; 0,09022503; 0,4216456; 1,851285; 0,09245821; 0,06885531; 1,830842; 0,1714122; 0,06642751; 1,788133; 0,009411772; 0,06837878; 1,789655; 0,1788707; -0,4383298; 1,811708; 0,009458775; -0,4282311; 1,809862; 0,1546134; -0,7788954; 1,820648; 0,009849521; -0,7762759; 1,813395; 0,158072; -0,8278539; 1,72381; -0,004537902; -0,8265128; 1,709773; 
4316; 0,1068631; 0,923291; 1,858636; 0,5972028; 0,9571433; 1,714732; ; ; ; 0,61026; 0,8738893; 1,710298; 0,6040553; 0,7763113; 1,732808; 0,5208748; 0,5860308; 1,830479; 0,2873369; 0,6055538; 1,845652; 0,08783044; 0,6731161; 1,850787; 0,08700544; 0,7534896; 1,848084; -0,1080406; 0,6063084; 1,840547; -0,3423052; 0,5471764; 1,841019; -0,4293124; 0,7422556; 1,757243; -0,4396828; 0,8167958; 1,745589; -0,4320225; 0,9164905; 1,768975; -0,3932635; 0,8500656; 1,713607; 0,08995569; 0,421443; 1,84917; 0,09240742; 0,06896072; 1,830862; 0,1712802; 0,06651416; 1,788256; 0,009401825; 0,06853847; 1,789576; 0,1788826; -0,4419412; 1,812198; 0,00943413; -0,4282252; 1,809955; 0,1548715; -0,7794383; 1,820443; 0,009777394; -0,7762529; 1,81355; 0,1586351; -0,8287724; 1,719836; -0,004638564; -0,8265419; 1,709782; 
